sample_id	organelle	pc1	pc2	species	popcode	population_name	naming_profile	plot_group
COM_LP_343_Du-715	cpDNA	-3.30735729	2.28252549	D. setchellii	COM	Communication Hill	main_standard	D. setchellii_COM
CROB_LP_169_Du-381	cpDNA	-4.09172866	4.85823983	D. setchellii	CROB	Crosp Bench	main_standard	D. setchellii_CROB
CROB_LP_170_Du-382	cpDNA	-4.10714804	4.94895546	D. setchellii	CROB	Crosp Bench	main_standard	D. setchellii_CROB
CROB_LP_172_Du-384	cpDNA	-4.10609468	4.94749729	D. setchellii	CROB	Crosp Bench	main_standard	D. setchellii_CROB
CROB_LP_173_Du-385	cpDNA	-4.10714804	4.94895546	D. setchellii	CROB	Crosp Bench	main_standard	D. setchellii_CROB
CROB_LP_174_Du-386	cpDNA	-4.10714804	4.94895546	D. setchellii	CROB	Crosp Bench	main_standard	D. setchellii_CROB
CROB_LP_175_Du-387	cpDNA	-4.10714804	4.94895546	D. setchellii	CROB	Crosp Bench	main_standard	D. setchellii_CROB
CROB_LP_176_Du-388	cpDNA	-4.10714804	4.94895546	D. setchellii	CROB	Crosp Bench	main_standard	D. setchellii_CROB
CROB_LP_177_Du-389	cpDNA	-4.11610669	4.93729104	D. setchellii	CROB	Crosp Bench	main_standard	D. setchellii_CROB
CROB_LP_320_Du-395	cpDNA	-4.11610669	4.93729104	D. setchellii	CROB	Crosp Bench	main_standard	D. setchellii_CROB
CROB_LP_321_Du-396	cpDNA	-4.10181396	4.94396275	D. setchellii	CROB	Crosp Bench	main_standard	D. setchellii_CROB
CROS_LP_085_Du-181	cpDNA	-4.10653559	4.94708022	D. setchellii	CROS	Crosp South End	main_standard	D. setchellii_CROS
CROS_LP_086_Du-182	cpDNA	-4.10653559	4.94708022	D. setchellii	CROS	Crosp South End	main_standard	D. setchellii_CROS
CROS_LP_087_Du-183	cpDNA	-4.10661517	4.94847467	D. setchellii	CROS	Crosp South End	main_standard	D. setchellii_CROS
CROS_LP_088_Du-184	cpDNA	-4.10714858	4.94897394	D. setchellii	CROS	Crosp South End	main_standard	D. setchellii_CROS
CROS_LP_089_Du-185	cpDNA	-4.10438963	4.94045609	D. setchellii	CROS	Crosp South End	main_standard	D. setchellii_CROS
CROS_LP_090_Du-186	cpDNA	-4.10653559	4.94708022	D. setchellii	CROS	Crosp South End	main_standard	D. setchellii_CROS
CROS_LP_091_Du-187	cpDNA	-4.05029471	4.81463578	D. setchellii	CROS	Crosp South End	main_standard	D. setchellii_CROS
CROS_LP_092_Du-188	cpDNA	-4.05630663	4.83410443	D. setchellii	CROS	Crosp South End	main_standard	D. setchellii_CROS
CROS_LP_093_Du-189	cpDNA	-4.06348036	4.81361426	D. setchellii	CROS	Crosp South End	main_standard	D. setchellii_CROS
CROS_LP_094_Du-190	cpDNA	-4.05570142	4.83225844	D. setchellii	CROS	Crosp South End	main_standard	D. setchellii_CROS
CY_ALA_LP_298-Du-767	cpDNA	-1.03152313	-2.22908853	D. cymosa	CY_ALA	Los Alanitos Dam	main_standard	D. cymosa_CY_ALA
CY_ALA_LP_299-Du-768	cpDNA	-1.02966283	-2.21816348	D. cymosa	CY_ALA	Los Alanitos Dam	main_standard	D. cymosa_CY_ALA
CY_ALA_LP_357_Du-769	cpDNA	-1.03560631	-2.25334231	D. cymosa	CY_ALA	Los Alanitos Dam	main_standard	D. cymosa_CY_ALA
CY_BAL_LP_226_Du-602	cpDNA	16.47250212	1.27010996	D. cymosa	CY_BAL	Baldwin Lake	main_standard	D. cymosa_CY_BAL
CY_BAL_LP_227_Du-603	cpDNA	16.38398191	1.25223163	D. cymosa	CY_BAL	Baldwin Lake	main_standard	D. cymosa_CY_BAL
CY_BAL_LP_228_Du-604	cpDNA	16.53045107	1.29501053	D. cymosa	CY_BAL	Baldwin Lake	main_standard	D. cymosa_CY_BAL
