sample_id	organelle	pc1	pc2	species	popcode	population_name	naming_profile	plot_group
QUI1_LP_249_Du-648	cpDNA	0.89319573	-2.28131303	D. setchellii	QUI1	Quicklsilver SE Mine Hill Tr. #1	main_standard	D. setchellii_QUI1
QUI1_LP_250_Du-649	cpDNA	0.93397046	-2.25223217	D. setchellii	QUI1	Quicklsilver SE Mine Hill Tr. #1	main_standard	D. setchellii_QUI1
QUI1_LP_251_Du-650	cpDNA	0.88838535	-2.28082355	D. setchellii	QUI1	Quicklsilver SE Mine Hill Tr. #1	main_standard	D. setchellii_QUI1
QUI1_LP_252_Du-651	cpDNA	0.88966567	-2.24848003	D. setchellii	QUI1	Quicklsilver SE Mine Hill Tr. #1	main_standard	D. setchellii_QUI1
QUI1_LP_253_Du-652	cpDNA	0.89105627	-2.25807918	D. setchellii	QUI1	Quicklsilver SE Mine Hill Tr. #1	main_standard	D. setchellii_QUI1
QUI1_LP_254_Du-653	cpDNA	0.89026180	-2.25802174	D. setchellii	QUI1	Quicklsilver SE Mine Hill Tr. #1	main_standard	D. setchellii_QUI1
QUI1_LP_255_Du-654	cpDNA	0.89462977	-2.28071683	D. setchellii	QUI1	Quicklsilver SE Mine Hill Tr. #1	main_standard	D. setchellii_QUI1
QUI1_LP_257_Du-656	cpDNA	0.89466516	-2.28059218	D. setchellii	QUI1	Quicklsilver SE Mine Hill Tr. #1	main_standard	D. setchellii_QUI1
QUI1_LP_258_Du-657	cpDNA	0.89462977	-2.28071683	D. setchellii	QUI1	Quicklsilver SE Mine Hill Tr. #1	main_standard	D. setchellii_QUI1
QUI2_LP_243_Du-631	cpDNA	2.85404720	-6.92361577	D. setchellii	QUI2	Quicklsilver SE Mine Hill Tr. #2	main_standard	D. setchellii_QUI2
QUI2_LP_244_Du-632	cpDNA	2.85405792	-6.92377213	D. setchellii	QUI2	Quicklsilver SE Mine Hill Tr. #2	main_standard	D. setchellii_QUI2
QUI2_LP_245_Du-633	cpDNA	2.84800735	-6.88690300	D. setchellii	QUI2	Quicklsilver SE Mine Hill Tr. #2	main_standard	D. setchellii_QUI2
QUI2_LP_246_Du-634	cpDNA	2.86320721	-6.93534880	D. setchellii	QUI2	Quicklsilver SE Mine Hill Tr. #2	main_standard	D. setchellii_QUI2
QUI2_LP_247_Du-635	cpDNA	2.85404720	-6.92361577	D. setchellii	QUI2	Quicklsilver SE Mine Hill Tr. #2	main_standard	D. setchellii_QUI2
QUI2_LP_248_Du-636	cpDNA	2.85404720	-6.92361577	D. setchellii	QUI2	Quicklsilver SE Mine Hill Tr. #2	main_standard	D. setchellii_QUI2
QUI2_LP_337_Du-638	cpDNA	2.85418788	-6.92354260	D. setchellii	QUI2	Quicklsilver SE Mine Hill Tr. #2	main_standard	D. setchellii_QUI2
QUI2_LP_338_Du-639	cpDNA	2.85362074	-6.92387601	D. setchellii	QUI2	Quicklsilver SE Mine Hill Tr. #2	main_standard	D. setchellii_QUI2
QUI2_LP_339_Du-640	cpDNA	2.84349626	-6.85959478	D. setchellii	QUI2	Quicklsilver SE Mine Hill Tr. #2	main_standard	D. setchellii_QUI2
